TransactionID,CustomerName,Date,Time,Email,PhoneNumber,ProductName,Quantity,Price,TotalAmount,PaymentMethod,ShippingAddress,OrderStatus,CustomerFeedback,Region
T00561,Marie Jones DVM,2024-05-08,05:01:27,donald23@gmail.com,029.832.4003,Smartwatch,2,730.61,4061.42,Cash,"764 Nelson Branch, Garciaville, LA 78687",Delivered,Arrived on time,South
T00562,Jaclyn James,2024-04-25,06:41:05,danny94@powers.org,408.315.8162,Headphones,5,918.1,3931.29,Credit Card,"71950 Randy Flats Suite 609, Port Kevinview, SC 79794",Shipped,Great service,North East
T00563,Max Adams,2024-08-11,13:05:01,natalie67@hayes-mays.biz,103-688-0843x1685,Headphones,1,757.29,2265.16,Online,"06956 Simon Mountain Suite 120, Whitetown, CT 16370",Delivered,Packaging was damaged,North East
T00564,Elizabeth Brown,2024-03-20,13:14:50,zfields@fernandez.com,+1-280-570-1461x5823,Gaming Mouse,1,775.36,2496.49,Cash,"USCGC Morgan, FPO AP 14820",Pending,Arrived on time,West Coast
T00565,George Thompson,2024-01-02,20:54:02,erin93@martinez-salinas.com,(012)411-3674x57724,Gaming Mouse,3,471.65,3300.98,Cash,"8935 Kenneth Mall Suite 282, Gonzalezport, SC 79091",Shipped,Satisfied,North East
T00566,Andrew Gibson,2024-06-04,15:55:16,umartin@jones.com,236.178.5224x3304,Headphones,1,349.95,3954.06,Credit Card,"156 John Field Suite 816, Graceborough, NC 60408",Delivered,N/A,North East
T00567,Joseph Johnson,2024-07-21,01:32:23,angelamartin@hotmail.com,186.807.8571,Laptop,5,877.26,4193.52,Cash,"71696 Johnathan Ramp Apt. 408, Jarvismouth, CA 21470",Pending,Great service,West Coast
T00568,Carl Sanford,2024-04-09,20:11:23,heather88@gmail.com,+1-583-445-7653,Gaming Mouse,3,109.37,3358.21,Credit Card,"6517 Karen Lane Suite 844, New Yvette, NJ 45894",Pending,Packaging was damaged,North West
T00569,Lisa York,2024-08-07,19:46:38,tammylester@gmail.com,245.947.8392,Smartphone,3,742.52,3121.32,Cash,"95527 Julia Green, New Andrew, NJ 23019",Shipped,Packaging was damaged,North East
T00570,Kimberly Matthews,2024-09-18,13:00:28,eric16@yahoo.com,451.067.6173,Gaming Mouse,1,195.35,1481.8,Credit Card,"6687 Ronald Grove, Stacyburgh, OH 53624",Delivered,Packaging was damaged,South
T00571,Trevor Johnson,2024-04-17,08:03:17,usmith@gordon.info,+1-026-655-4267x000,Gaming Mouse,3,378.5,4657.51,Credit Card,"0795 Amy Gardens, Susanbury, NJ 62889",Shipped,N/A,North West
T00572,Laura Barry,2024-09-11,23:55:33,ronald32@hotmail.com,235.386.5321,Headphones,1,875.8,88.69,Cash,"01396 Yolanda Prairie, Coreyview, KS 79784",Shipped,Satisfied,North West
T00573,David Roach,2024-05-30,19:59:05,ericmitchell@gmail.com,(222)610-0949x4825,Laptop,3,161.65,2782.2,Cash,"Unit 5317 Box 7251, DPO AE 64175",Pending,Satisfied,North East
T00574,Steven Green,2024-03-23,11:07:34,justin34@adkins.com,(120)742-9348,Smartphone,4,423.64,4648.45,Cash,"08272 Lopez Plains, Lake Jeffery, OH 39306",Delivered,Great service,South
T00575,Joshua Stone,2024-02-22,01:27:16,barbara26@cox-baldwin.com,001-198-305-2988x563,Smartwatch,4,519.33,4143.43,Cash,"25866 Toni Dale, New Adamshire, MO 40058",Shipped,Packaging was damaged,North East
T00576,Mariah Jones,2024-11-03,05:43:23,rsanders@gmail.com,405.517.2102x1948,Gaming Mouse,4,983.42,2639.61,Credit Card,"4435 Young Parks, West Kathryn, MA 02916",Shipped,Satisfied,North West
T00577,Paige Todd,2024-03-09,23:17:48,williammiranda@montoya.com,(307)400-7143x1197,Laptop,3,338.12,2104.76,Online,"Unit 5281 Box 2686, DPO AA 73008",Pending,N/A,West Coast
T00578,Dr. Kathryn Burns MD,2024-10-06,21:04:24,christine28@guzman-thompson.com,001-082-787-9483x52080,Headphones,4,112.13,3973.12,Cash,"2892 Lara Park, North Tamara, WV 33746",Pending,N/A,South
T00579,Juan Garrison,2024-01-29,03:27:54,juancalderon@peterson.com,+1-233-663-3384,Laptop,3,635.26,1714.41,Online,"24811 Johnson Greens, East Benjaminville, IA 11226",Pending,Satisfied,North East
T00580,Joshua Lopez,2024-11-18,07:35:37,jesus49@gmail.com,(066)010-4825,Smartphone,1,136.89,231.39,Credit Card,"41650 Thomas Point Apt. 511, Thompsontown, CO 11137",Pending,N/A,South East
T00581,Amanda Solomon,2024-07-05,23:26:26,susan22@gmail.com,7746310437,Gaming Mouse,5,511.41,1424.23,Credit Card,"192 Robert Springs Suite 917, East Anahaven, RI 48896",Shipped,Packaging was damaged,South East
T00582,Lynn Davis,2024-01-04,04:10:43,zwest@hotmail.com,128-890-1208x3686,Laptop,4,146.87,1323.72,Online,"05723 Jeffrey Plains, New Rogermouth, WV 96725",Pending,N/A,South
T00583,Stephanie Watson,2024-05-09,08:13:52,kristen00@dixon-rodriguez.com,001-511-101-7903x85258,Laptop,3,496.14,1332.4,Cash,"0416 Todd Pines Suite 236, Everettberg, NH 14596",Delivered,Satisfied,North East
T00584,Linda Gordon,2024-01-05,08:38:26,kelsey75@caldwell.org,928-078-4125,Headphones,1,256.51,3501.21,Online,"8341 Zachary Lights Apt. 739, Jordanland, TX 25431",Delivered,N/A,North East
T00585,Meredith Gonzales,2024-11-11,09:48:46,nmurray@yahoo.com,+1-100-025-8549,Laptop,4,492.06,929.26,Cash,"515 Christopher Summit Suite 838, West Alexis, NM 66860",Pending,Packaging was damaged,South
T00586,George Santana,2024-03-12,14:47:11,landrymichelle@castro.com,+1-702-771-4415x3551,Smartphone,2,126.05,2692.52,Cash,"USNS Ford, FPO AA 67065",Pending,Great service,North West
T00587,Katherine Pennington,2024-02-05,22:22:15,courtney79@yahoo.com,001-526-012-7004,Laptop,5,283.98,4593.29,Cash,"3795 Miller Pike, Port Michael, WA 68251",Delivered,N/A,South East
T00588,Jessica Nelson,2024-09-04,12:13:41,anne21@hotmail.com,+1-657-679-8444x2977,Headphones,1,663.98,1760.88,Credit Card,"7351 Smith Ways, Westville, WY 85881",Shipped,Packaging was damaged,North West
T00589,David Dean,2024-10-15,08:10:55,marshallamanda@white.info,926.445.1219,Smartphone,1,765.39,4431.47,Cash,"709 Sanders Corners Suite 817, Hooverville, DC 19415",Shipped,N/A,West Coast
T00590,Michelle Lawrence,2024-10-21,11:04:31,isaac13@taylor.biz,(326)613-7074x176,Smartphone,2,758.24,3071.57,Cash,"45528 Robert Squares, East Daniel, IA 14588",Delivered,Great service,South
T00591,Terry Martinez,2024-03-01,00:08:25,erinchurch@flores.com,+1-399-823-5979x0564,Gaming Mouse,5,190.92,733.53,Cash,"PSC 9064, Box 2709, APO AE 54969",Shipped,Great service,West Coast
T00592,Melissa Gordon,2024-03-24,09:47:27,katherineduncan@gmail.com,(574)637-7073x9910,Gaming Mouse,3,210.76,792.5,Online,"62425 Johnson Island, Nashview, GA 88640",Delivered,N/A,North East
T00593,Jack Reese,2024-07-04,01:13:44,pennywhite@wright.com,5928202051,Headphones,4,330.74,4241.98,Credit Card,"0742 Obrien Walks Suite 832, Ashleyberg, AR 12421",Pending,Great service,West Coast
T00594,Noah Sparks,2024-10-08,02:49:22,sergio15@pham.com,887.221.7714,Laptop,4,238.06,1193.56,Cash,"89730 Monica Mall Apt. 149, Morganstad, NJ 42385",Pending,N/A,North East
T00595,Diane Gonzalez,2024-10-25,02:45:34,elizabeth90@hotmail.com,(661)249-0609x37277,Gaming Mouse,1,825.22,3883.88,Online,"416 Nicholas Spurs, Chanport, WA 30553",Pending,Satisfied,South
T00596,Jeanette Charles,2024-04-20,21:54:55,halemathew@hotmail.com,(066)272-4540,Smartwatch,3,139.81,4322.56,Cash,"870 Rebecca Causeway, Lake Shawn, MI 78637",Shipped,N/A,South
T00597,Michael Gonzalez,2024-05-01,14:57:32,andrewpearson@wilson.com,527-921-0346,Smartwatch,1,364.83,3804.32,Credit Card,"06532 Skinner Bypass Apt. 815, West Cheryl, CO 79138",Pending,Satisfied,South East
T00598,Lisa Banks,2024-02-20,03:30:57,kcastillo@watts.org,281.462.8872x1052,Gaming Mouse,3,100.78,1582.06,Credit Card,"0396 Mccoy Keys, Gonzalezville, WY 97121",Delivered,N/A,South East
T00599,Brittney Leon,2024-11-14,23:49:11,james05@gmail.com,337-631-9911,Headphones,4,61.34,4700.49,Online,"255 Samantha Isle Apt. 774, Ballbury, AK 17295",Shipped,Arrived on time,West Coast
T00600,Patricia Johnson,2024-06-21,16:51:31,smartinez@davis-owens.com,(262)865-2982,Headphones,1,205.57,945.72,Cash,"0210 Steele Heights, West Brianfurt, CA 79861",Shipped,Arrived on time,North East
T00601,Christopher Walker,2024-06-05,00:41:28,timothy32@zamora-jefferson.com,454.642.2153,Smartwatch,1,592.28,4360.51,Cash,"7417 Ramos Cliff Suite 628, Jeremyshire, MA 66642",Delivered,Packaging was damaged,South East
T00602,Elizabeth Williamson,2024-11-09,11:49:26,gouldmeagan@kelly.biz,(912)332-0845x50718,Laptop,3,324.69,684.33,Credit Card,"31186 Turner Extension, Lake Christophertown, CT 76131",Delivered,Great service,North West
T00603,Zachary Thompson,2024-03-05,14:46:48,cellis@hudson.com,001-758-167-1719x1276,Laptop,5,973.85,4587.18,Credit Card,"3290 Kristy Manor, East Candiceshire, WA 01693",Shipped,Satisfied,South
T00604,Kimberly Morales,2024-06-28,13:13:16,ijimenez@thomas-rogers.biz,001-708-985-3094x701,Smartphone,1,224.57,3310.01,Cash,"430 Pope Pine Apt. 683, Olsenstad, WA 92074",Pending,Great service,North West
T00605,Jennifer Rodriguez,2024-03-13,21:10:50,brownjoanna@gonzalez.com,248.201.7144x19911,Headphones,3,732.71,1664.7,Online,"62312 Cabrera Hill, Samuelchester, NH 76217",Pending,N/A,North West
T00606,Charles Le,2024-01-25,23:50:40,millerbrandon@phillips.com,001-500-565-9807x608,Laptop,1,683.32,3230.72,Online,"829 Kristy Glen, West Williamhaven, NH 08464",Shipped,Great service,North West
T00607,Jennifer Rodriguez,2024-06-24,04:53:39,sanchezkatrina@miller.biz,236-864-9549x6575,Gaming Mouse,5,298.52,3538.19,Credit Card,"4740 Mathis Pike, East Josephfurt, WA 39908",Pending,Satisfied,North West
T00608,Kayla Owens,2024-10-18,03:40:48,jmiller@hotmail.com,216-900-1107x2704,Smartwatch,3,615.57,4909.04,Credit Card,"6442 Adams Radial Apt. 562, Lake David, TX 82722",Shipped,Packaging was damaged,North East
T00609,Jeremy Hill,2024-03-26,23:43:45,johnjones@farmer.com,8570207342,Smartphone,1,369.1,3457.65,Cash,"61330 Brennan Square Apt. 167, Port Sarahmouth, TN 82886",Delivered,Packaging was damaged,North East
T00610,Joseph Cook,2024-03-22,09:44:09,cherylcollins@lucas-huynh.com,507.506.0850x457,Smartphone,4,232.12,1418.06,Cash,"1587 Noble Islands, East Jasmineberg, AK 74469",Delivered,Arrived on time,North West
T00611,Sarah Jackson,2024-09-04,00:58:11,fhaley@gmail.com,001-369-683-9203x93500,Gaming Mouse,5,342.95,3255.82,Cash,"679 Erica Plaza, Zimmermantown, OH 04679",Pending,Satisfied,South East
T00612,Gerald Bell,2024-09-20,13:17:51,schroederkatherine@lee.org,001-187-355-5379,Gaming Mouse,3,169.36,901.85,Cash,"24440 Eric Turnpike Apt. 058, South Laurenmouth, VT 11561",Shipped,Satisfied,North West
T00613,Kevin Dennis,2024-10-01,07:28:06,sherry30@johnson.com,263.421.7516x36938,Gaming Mouse,4,59.82,1858.69,Cash,"1095 Khan Stream Apt. 885, Kennedyland, FL 10402",Pending,Satisfied,West Coast
T00614,Stacy Shaw,2024-04-17,15:33:16,mitchelldaniel@cain.com,+1-678-785-0275x9530,Gaming Mouse,5,358.03,1030.51,Credit Card,"98500 Green Courts, Hamptonfort, CO 77057",Shipped,N/A,South
T00615,Anna Davis,2024-04-29,22:01:53,simmonsjody@hotmail.com,372-271-5159,Laptop,5,944.01,600.82,Cash,"2721 Julia Parkway, Sarahhaven, NM 13477",Delivered,Packaging was damaged,North West
T00616,Erik Nunez,2024-09-04,14:46:55,vramirez@mclaughlin-moore.biz,152-125-8722,Smartphone,1,679.17,2306.05,Cash,"41710 Norton Views, East Timothy, NM 78860",Shipped,N/A,North East
T00617,Michael Rodgers,2024-04-20,19:01:39,martinezmaria@gmail.com,117.208.5614x2780,Laptop,3,612.96,1542.04,Online,"6080 Horton Streets, South Jacob, TX 76210",Shipped,Great service,South
T00618,Scott Jones,2024-11-10,19:04:45,adam30@collins-morgan.com,908-675-7502x93867,Headphones,4,304.29,2869.94,Online,"9446 Sparks Circles Suite 074, Port Amanda, KY 11077",Shipped,Satisfied,North East
T00619,Casey James,2024-04-25,21:45:58,downsrandy@sanders.com,001-266-176-3195,Headphones,3,415.89,4880.13,Credit Card,"856 Scott Isle, Jenniferfort, NJ 23255",Pending,Packaging was damaged,South
T00620,Mrs. Janet Miller,2024-10-11,19:35:27,erin73@cruz-morris.com,357.948.1453,Smartphone,1,600.36,1521.36,Cash,"1616 Patterson Ridges Suite 951, New Robertland, DE 42704",Pending,Packaging was damaged,North West
T00621,Nicole Ponce,2024-10-02,07:26:30,jacobsjohn@velazquez.com,+1-080-518-5980x8880,Headphones,5,44.75,2620.59,Credit Card,"2945 Robert Fords Apt. 940, Lake Ryanmouth, NH 02361",Pending,Arrived on time,South
T00622,John Scott,2024-09-14,19:47:44,fpope@yahoo.com,(095)163-2065x036,Smartphone,3,369.15,2375.14,Online,"37582 Daisy Ports Apt. 930, South Angelbury, LA 05085",Delivered,N/A,South East
T00623,Adam Jefferson,2024-09-27,15:47:44,tadams@yahoo.com,001-215-140-1695x549,Smartphone,2,781.55,3778.56,Online,"1520 English Manor, New Antonioview, CT 39250",Pending,Great service,North East
T00624,Kenneth Long,2024-07-12,00:03:04,nparks@yahoo.com,550.265.6224x3677,Smartphone,5,48.19,1684.22,Online,"62711 Jones Valley Suite 767, New Anneland, AL 14398",Pending,Great service,North East
T00625,Mitchell Morton,2024-05-16,21:26:08,fstevens@bray-hunter.org,520.594.5970x799,Gaming Mouse,4,606.63,640.48,Online,"009 Russell Ferry Suite 843, Angelicamouth, SC 24972",Delivered,Arrived on time,South East
T00626,Micheal Diaz,2024-01-02,11:30:18,james67@gmail.com,606.614.2061,Smartwatch,5,720.65,2472.94,Cash,"409 Flores Roads, Silvaborough, ID 30615",Pending,N/A,South East
T00627,Steven Stein,2024-08-14,19:40:58,christopherthompson@carpenter.biz,+1-657-671-5401x530,Gaming Mouse,4,789.58,3548.02,Credit Card,"074 Bridges Ramp, Juliaberg, HI 01662",Shipped,Arrived on time,South
T00628,Elizabeth Morse,2024-02-26,06:23:49,robertgreen@hotmail.com,653.843.6630x03806,Smartphone,5,951.66,2552.79,Cash,"121 Bethany Stream, Shawnview, TN 01231",Shipped,Great service,South East
T00629,Ashley James,2024-11-15,08:02:34,sbryant@hotmail.com,505.558.7520x57031,Smartwatch,5,221.41,2204.72,Cash,"92019 Patel Locks, Silvaport, KS 27382",Delivered,Packaging was damaged,South East
T00630,Hannah Brown,2024-02-12,08:02:18,johnsonanthony@cervantes-williams.com,(840)579-0476x78178,Gaming Mouse,3,780.88,553.99,Cash,"0162 Jones Ramp Suite 725, East Michaelshire, KS 46758",Delivered,Great service,West Coast
T00631,Jennifer Ochoa,2024-05-11,03:25:59,charleshoffman@aguilar-ramos.com,981.144.5081,Smartphone,2,175.22,154.67,Online,"078 Jesse Crest, New Tristan, HI 23837",Shipped,Packaging was damaged,North East
T00632,Jason Green,2024-01-15,11:23:11,dannynavarro@gmail.com,872.076.0924x56716,Gaming Mouse,4,397.87,4244.44,Credit Card,"70950 Aaron Pines Apt. 810, South Kendra, NV 33828",Delivered,N/A,South
T00633,Cory Hayes,2024-04-25,09:45:36,wilsonroger@koch.biz,+1-514-110-4027x7127,Gaming Mouse,2,171.93,3563.37,Credit Card,"693 Tony Heights, New Nicholas, MN 57844",Pending,Arrived on time,South East
T00634,Michael Kelly,2024-03-20,04:40:00,brookehenry@coleman.com,(892)434-4426x2408,Laptop,3,748.85,2938.61,Cash,"208 Lopez Turnpike, Joneston, ME 02440",Pending,Packaging was damaged,North East
T00635,Lisa Lee,2024-07-02,17:49:29,swansondavid@berg.com,781.129.2497x22598,Smartphone,3,171.55,47.5,Online,"3431 Amanda Mountain Apt. 052, South Staceyton, NJ 16699",Delivered,Great service,North West
T00636,Daniel Lee,2024-03-04,02:06:58,kkim@yahoo.com,620.519.9783x884,Smartwatch,2,831.35,678.08,Credit Card,"091 Mary Shoals Suite 390, East Michaelfort, MS 68674",Delivered,Packaging was damaged,North West
T00637,Jerry Ellis,2024-06-05,19:45:14,amandacollins@allison-kirk.com,(230)200-2973,Smartwatch,4,707.79,970.31,Credit Card,"2439 Jeffrey Station, New Maria, OK 23300",Delivered,N/A,West Coast
T00638,Daniel Villarreal,2024-04-13,05:31:20,michelle01@yahoo.com,2275412247,Gaming Mouse,5,848.33,4759.35,Cash,"80923 Griffin Brook, Lake Christina, LA 01410",Pending,Arrived on time,South
T00639,Susan Torres,2024-07-31,20:43:48,jonesscott@hotmail.com,(572)363-9808x363,Laptop,2,766.55,2741.35,Online,"USNS Brown, FPO AP 50763",Shipped,Satisfied,South East
T00640,Nicholas Berry,2024-01-04,16:00:17,sonya35@gmail.com,001-381-768-2399,Smartphone,1,603.89,2340.16,Cash,"Unit 7637 Box 7993, DPO AE 61356",Delivered,Arrived on time,South
T00641,Rachael Simmons,2024-01-16,10:04:55,hjones@hotmail.com,3738411558,Smartwatch,4,840.41,2216.09,Credit Card,"8135 Joshua Ramp, Lake Michaelport, MS 03024",Delivered,N/A,West Coast
T00642,Megan Stephens,2024-02-26,08:32:44,kbarton@gmail.com,4181277290,Smartwatch,4,568.28,2013.57,Cash,"387 Alexis Street Apt. 324, Johnsonmouth, ME 69851",Pending,Arrived on time,South East
T00643,William King,2024-10-05,16:24:33,georgemiller@hotmail.com,(163)028-5581x84495,Gaming Mouse,4,439.04,1788.36,Credit Card,"11985 Abigail Drives, Alexanderport, MS 09796",Pending,Great service,West Coast
T00644,Brad Ferguson,2024-10-31,14:58:43,johnsonchristina@orr-blackwell.com,1668262299,Laptop,1,936.21,856.39,Online,"7229 Guzman Forge, Port Mark, WI 83526",Pending,Satisfied,South East
T00645,Catherine Jones,2024-04-30,18:32:46,jamesjoshua@peters.com,001-599-028-7292x99266,Gaming Mouse,3,426.11,737.75,Credit Card,"938 Ross Loaf, East Brett, ID 11844",Pending,Arrived on time,North East
T00646,Rebecca Martinez,2024-08-27,04:00:25,bennettjames@thornton.biz,+1-861-586-7876x077,Laptop,3,442.17,2823.59,Cash,"36752 Miller Shoal, Jacksonborough, MO 75002",Pending,N/A,West Coast
T00647,Christine Rogers,2024-07-12,08:50:18,andreajoseph@gmail.com,729-754-0420x54056,Headphones,1,746.17,4248.64,Credit Card,"358 Kyle Manor Apt. 034, Kevinborough, KY 31980",Delivered,N/A,West Coast
T00648,Ann Ramsey,2024-01-09,12:14:00,rkim@yahoo.com,248-841-3949x361,Smartphone,3,803.81,4787.42,Cash,"23023 Williams Roads, Nelsonport, DC 12466",Pending,Satisfied,South East
T00649,Nathan Cruz,2024-10-13,01:20:48,pray@hotmail.com,919-592-6881x97929,Smartphone,2,509.0,1076.01,Credit Card,"4018 David Tunnel, Andrewsfurt, AZ 27330",Shipped,Satisfied,West Coast
T00650,Dennis Evans,2024-09-13,19:10:00,carolinenelson@pierce.org,(011)434-9767x928,Smartphone,4,797.2,3044.3,Credit Card,"8943 Courtney Gateway Apt. 180, Houstonmouth, IN 68631",Shipped,Packaging was damaged,South East
T00651,Christopher Romero,2024-09-17,21:43:44,michelle97@silva-bailey.info,(705)229-6301x339,Smartwatch,3,321.87,3859.06,Online,"1085 Eric Center, Maysborough, IN 00531",Shipped,Great service,West Coast
T00652,Robert Barrett,2024-02-26,20:29:36,anthony74@jackson-richard.com,001-753-875-7637x25048,Headphones,3,91.02,4727.09,Credit Card,"9230 Jacobs Drive, West Kristin, MO 58936",Pending,N/A,South East
T00653,Andrea House,2024-11-16,23:02:00,heathermatthews@hotmail.com,8833164637,Smartphone,2,821.95,588.39,Credit Card,"PSC 6533, Box 9678, APO AA 33904",Pending,Arrived on time,South
T00654,Tiffany Martin,2024-01-16,04:37:29,walvarez@allen-barber.org,001-269-642-1723x02644,Gaming Mouse,5,26.34,4455.97,Cash,"05546 Hull Unions, Codytown, MI 06879",Shipped,N/A,North East
T00655,Nathan Lambert,2024-02-20,18:31:31,wesley66@gilbert.com,(660)836-1680,Headphones,2,557.56,267.31,Cash,"07286 Kelly Hill, Tyronemouth, IA 19044",Shipped,Arrived on time,South
T00656,Erin Lara,2024-05-17,03:29:39,ybailey@carney-nunez.com,(519)997-6394,Laptop,1,331.59,998.83,Online,"228 Perez Extension, Port Randall, IL 76072",Pending,Packaging was damaged,North East
T00657,Terry Anthony II,2024-01-10,15:03:57,justin74@wilson-barnes.com,001-545-426-0869x0800,Headphones,3,82.54,4101.8,Credit Card,"60156 Thomas Pines Apt. 454, Moorehaven, TN 04424",Delivered,Great service,South
T00658,Justin Harrison,2024-06-26,19:31:03,michaelcarlson@bernard.com,+1-030-627-3467,Gaming Mouse,4,248.69,1604.7,Online,"USNS Edwards, FPO AP 96817",Shipped,Great service,North West
T00659,Kenneth Hartman,2024-09-23,07:11:08,timothyjohnson@hotmail.com,(706)702-1602x8961,Smartphone,3,709.13,2101.55,Cash,"2762 Sullivan Gardens, Davidhaven, VA 73069",Pending,Packaging was damaged,South
T00660,Jonathan Cardenas,2024-08-08,13:52:01,michael20@gmail.com,001-456-485-1475x633,Headphones,1,315.89,3470.95,Cash,"689 Robles Vista Suite 608, West Jessicaview, WY 18851",Pending,Arrived on time,North West
T00661,Maria Davis,2024-04-21,14:48:09,karl13@dunn-james.com,176.225.9450,Laptop,3,34.92,2352.6,Online,"61365 Farmer Spurs Apt. 713, Reynoldston, PA 21790",Shipped,Great service,South
T00662,Lindsey Monroe,2024-04-29,20:32:35,rosepam@hotmail.com,001-480-550-9804,Gaming Mouse,2,518.59,4391.89,Credit Card,"20567 Brady Junctions, Port Lisa, TN 62883",Delivered,N/A,South
T00663,Alfred Campbell,2024-08-06,15:39:27,scottreynolds@yahoo.com,119.458.7772,Smartwatch,1,297.23,1015.24,Cash,"514 Jennifer Underpass, Whiteville, AL 63334",Delivered,Great service,South
T00664,Johnny Wilson,2024-01-17,10:48:13,michelle72@yahoo.com,373.333.2755x128,Laptop,2,387.31,3262.47,Credit Card,"189 Tracey Prairie Suite 383, Lake Paulashire, ND 69740",Pending,Satisfied,North East
T00665,Timothy Williams,2024-05-13,11:54:47,urivas@yahoo.com,070-214-4218x790,Laptop,2,322.69,2192.59,Cash,"5041 Michael View Apt. 978, Walkerburgh, FL 88203",Pending,Great service,South East
T00666,Stephen Morgan,2024-03-31,00:49:29,terrikhan@woods.com,+1-403-982-2571,Smartwatch,5,532.88,2592.79,Cash,"115 Smith Pass Suite 587, Bradleyview, MT 79367",Shipped,Great service,South
T00667,Perry Knight,2024-04-02,02:55:02,ythomas@gmail.com,(856)845-1527x61514,Headphones,5,738.44,3156.05,Online,"39147 Deborah Street Apt. 450, Lake Cathy, SC 08709",Shipped,Great service,North West
T00668,James Baker,2024-03-16,11:26:03,uchavez@smith-ortega.com,635.071.8702,Headphones,4,621.41,1812.72,Cash,"0579 Schmidt Oval, Thomasfurt, ND 33952",Delivered,Arrived on time,South East
T00669,Robert Brooks,2024-11-14,17:04:57,ashleynancy@yahoo.com,001-287-876-8481x39592,Laptop,2,795.46,2392.25,Cash,"5156 Taylor Lakes, Lake Penny, WA 02019",Pending,Packaging was damaged,South East
T00670,Michael Rodriguez,2024-08-10,11:09:09,rthomas@yates.com,(420)204-6559x703,Headphones,3,140.06,3826.11,Online,"66684 Smith Station Apt. 988, East Courtneytown, VT 63151",Delivered,Satisfied,West Coast
T00671,William Clarke,2024-01-23,01:07:30,sharonluna@yahoo.com,(499)463-5939,Laptop,1,259.21,946.21,Cash,"18847 Jennifer Roads Suite 164, Rollinsburgh, KY 55335",Delivered,Arrived on time,West Coast
T00672,Courtney Scott,2024-02-07,09:09:02,natalie51@sharp.com,141.268.1673x903,Laptop,5,520.92,3513.58,Cash,"703 Davis Tunnel Apt. 274, Shanemouth, NV 90261",Shipped,Great service,South
T00673,Stephanie Collins,2024-01-18,01:12:17,adamlane@hotmail.com,(541)350-5312,Headphones,3,652.07,2443.55,Credit Card,"3064 Ayala Fords, Port Colin, NJ 66001",Pending,Arrived on time,North East
T00674,Anna Hudson,2024-04-30,04:26:14,eddie50@arnold.com,249.809.2663,Headphones,2,595.89,4924.4,Credit Card,"542 Jesus Crest Suite 393, Darylmouth, NY 49944",Delivered,Packaging was damaged,South
T00675,Mary Middleton,2024-10-26,15:19:49,lisa01@brewer-alexander.com,(780)182-2335x9267,Smartwatch,1,867.24,3655.13,Online,"387 Ashley Club Apt. 470, South Jonathanside, WY 83492",Pending,Satisfied,West Coast
T00676,Emily Rogers,2024-05-18,15:35:44,monicagill@jones-allen.com,+1-923-239-4215x71323,Smartphone,4,786.62,278.47,Cash,"USCGC Diaz, FPO AE 12012",Pending,Arrived on time,South East
T00677,Michelle Martinez,2024-04-09,12:25:57,danielletorres@ali.org,+1-582-657-5056x85446,Smartphone,4,413.18,608.44,Online,"USNS Hopkins, FPO AA 33373",Pending,Satisfied,West Coast
T00678,Margaret Caldwell,2024-07-15,19:59:59,floreseugene@owens.biz,(168)540-2145x5176,Headphones,4,35.87,1259.94,Online,"8675 Roberts Fort Apt. 212, Cynthialand, FL 75758",Shipped,Arrived on time,North West
T00679,Ryan Cook,2024-02-20,22:00:44,melinda05@pittman-duffy.com,9341723359,Smartphone,4,721.39,711.88,Credit Card,"457 Rollins Street, Hahnmouth, WY 92519",Delivered,Packaging was damaged,West Coast
T00680,Dawn Nelson,2024-03-01,19:59:54,jenniferharrington@gmail.com,512.398.8244x9562,Smartwatch,1,204.63,897.96,Online,"865 Andrews Park Suite 567, Garychester, UT 20542",Shipped,Great service,North East
T00681,Linda Jacobson,2024-10-02,14:49:42,joseph48@bray-ross.biz,573-200-1273,Headphones,3,931.2,3797.7,Online,"66445 Abigail Freeway, Kellyville, PA 16340",Pending,Satisfied,North West
T00682,Sue Holland,2024-09-27,09:38:11,deckervirginia@mitchell-wong.com,344-402-4803x45635,Gaming Mouse,5,999.6,607.75,Online,"556 Zachary Views, New Gregorystad, MS 82968",Shipped,Packaging was damaged,South
T00683,Michael Rogers,2024-08-05,14:11:36,thernandez@rivera-smith.net,+1-993-085-9550x363,Laptop,3,255.25,2544.06,Cash,"57783 Christine Valley Suite 211, East Kristi, OK 88647",Delivered,Satisfied,South
T00684,Matthew Hale,2024-01-26,09:28:46,foxaustin@stone-guzman.com,365-234-9705x06840,Gaming Mouse,3,538.58,1010.74,Credit Card,"27677 Thomas Creek, New Brianaport, SD 55992",Delivered,Great service,North East
T00685,Heather Riley,2024-06-24,05:15:47,rebecca73@yahoo.com,(338)899-5221x582,Gaming Mouse,5,991.2,1723.93,Cash,"89754 James Union Apt. 709, West Kellyville, KY 27867",Delivered,Packaging was damaged,South East
T00686,Matthew Klein,2024-01-07,01:33:58,lorettadaugherty@johnson-jones.org,695.419.0810,Headphones,4,550.15,2393.44,Credit Card,"94591 Baker Field, Jacobshaven, DE 05249",Shipped,Arrived on time,South
T00687,Richard White,2024-09-13,02:53:04,jordan99@walker.net,001-320-161-2865x685,Laptop,5,56.82,1527.17,Online,"766 Heather Glens Suite 370, Port Nicholas, NY 81604",Shipped,Satisfied,South
